category,subcategory_lvl1,subcategory_lvl2,page_url,product_id,image_url,brand,price,title,description,gender
Ayakkabı,Sneaker,Klasik sneaker,https://www.flo.com.tr/lumberjack-kiko-siyah-kadin-sneaker-ayakkabi-100299288,100299288,https://floimages.mncdn.com/media/catalog/product/1/0/100299288_1_2.jpg,Lumberjack,229.99,KIKO Siyah Kadın Sneaker Ayakkabı,,Kadın
Ayakkabı,Ayakkabı aksesuar,Fl-1802-38 renksiz unisex taban,https://www.flo.com.tr/flo-fl-1802-38-renksiz-unisex-taban-100295084-95z,95z,https://floimages.mncdn.com/media/catalog/product/1/0/100295084_1.jpg,Flo,16.99,FL-1802-38 Renksiz Unisex Taban,,Unisex
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/butigo-18s-sm-yh1710-siyah-kadin-sneaker-ayakkabi-100310677,100310677,https://floimages.mncdn.com/media/catalog/product/1/7/7/100310677.jpg,Butigo,59.99,18S-SM-YH1710 Siyah Kadın Sneaker Ayakkabı,Dış Materyal: Tekstil,Kadın
Ayakkabı,Sneaker,Klasik sneaker,https://www.flo.com.tr/lotto-witney-bordo-multi-erkek-sneaker-ayakkabi-100562335,100562335,https://floimages.mncdn.com/media/catalog/product/20-02/05/100562335_1.JPG,Lotto,139.95,WITNEY BORDO MULTI Erkek Sneaker Ayakkabı,,WITNEY
Ayakkabı,Bot,Klasik bot,https://www.flo.com.tr/gon-kadin-bot-10455-200036173,200036173,https://floimages.mncdn.com/media/catalog/product/20-10/07/new-project-2020-10-07t133645314.jpg,Gön,179.3,Kadın Bot 10455,,Kadın
Ayakkabı,Klasik ayakkabı,Vg-12078 kahverengi erkek modern ayakkabı,https://www.flo.com.tr/abottega-vg-12078-kahverengi-erkek-modern-ayakkabi-100278141,100278141,https://floimages.mncdn.com/media/catalog/product/1/0/100278141_1.jpg,A.Bottega,394.99,VG-12078 Kahverengi Erkek Modern Ayakkabı,,Erkek
Ayakkabı,Klasik ayakkabı,15305 siyah erkek modern ayakkabı,https://www.flo.com.tr/roberto-ley-15305-siyah-erkek-modern-ayakkabi-10027814,10027814,https://floimages.mncdn.com/media/catalog/product/1/0/100278140_1.jpg,Roberto Ley,284.99,15305 Siyah Erkek Modern Ayakkabı,,Erkek
Çanta,El çantası,Kadın  krokodil yüzey günlük kadın el çantası,https://www.flo.com.tr/kadin-axpe-krokodil-yuzey-gunluk-kadin-el-cantasi-200012804,200012804,https://floimages.mncdn.com/media/catalog/product/20-07/22/axpe-gunluk-kadin-el-cantasi_15687271339824_xml3.jpg?0.4137946970598192,Axpe,71.53,Kadın  Krokodil Yüzey Günlük Kadın El Çantası,,Kadın
Ayakkabı,Klasik ayakkabı,Cnr-90 siyah erkek ayakkabı,https://www.flo.com.tr/garamond-cnr-90-siyah-erkek-ayakkabi-100343468,100343468,https://floimages.mncdn.com/media/catalog/product/20-01/06/100343468_1.JPG,Garamond,139.99,CNR-90 Siyah Erkek Ayakkabı,,Erkek
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/panama-club-3504-siyah-erkek-ayakkabi-100317322,100317322,https://floimages.mncdn.com/media/catalog/product/1/0/100317322_1_1.jpg,Panama Club,99.99,3504 Siyah Erkek Ayakkabı,,Erkek
Ayakkabı,Bot,Worker bot,https://www.flo.com.tr/kinetix-salvador-sari-erkek-bot-100266005,100266005,https://floimages.mncdn.com/media/catalog/product/1/0/5/100266005.jpg,Kinetix,161.99,SALVADOR Sarı Erkek Bot,,Erkek
Ayakkabı,Casual ayakkabı,Günlük ayakkabı,https://www.flo.com.tr/polaris-82150073z-siyah-kadin-ayakkabi-1003348,1003348,https://floimages.mncdn.com/media/catalog/product/1/0/100334800_1.jpg,Polaris,79.99,82.150073.Z Siyah Kadın Ayakkabı,İç Materyal: Hakiki Deri,Kadın
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/butigo-s1960-siyah-kadin-ayakkabi-100310666,100310666,https://floimages.mncdn.com/media/catalog/product/1/0/100310666_1.jpg,Butigo,103.99,S1960 Siyah Kadın Ayakkabı,İç Materyal: Tekstil,Kadın
Ayakkabı,Bot,Worker bot,https://www.flo.com.tr/kinetix-salvador-kahverengi-erkek-bot-100266004,100266004,https://floimages.mncdn.com/media/catalog/product/1/0/100266004_1.jpg,Kinetix,179.99,SALVADOR Kahverengi Erkek Bot,,Erkek
Çanta,Omuz çantası,Kadın  siyah-kroko omuz çantası vznc-003y,https://www.flo.com.tr/kadin-siyah-kroko-omuz-cantasi-vznc-003y-200004787,200004787,https://floimages.mncdn.com/media/catalog/product/20-07/01/00371-100-100-50-50-149_039_1.JPG?0.6556918668290259,Vizon Ayakkabı,149.9,Kadın  Siyah-Kroko Omuz Çantası VZNC-003Y,"Materyal : Suni DeriCinsiyet : KadınÜrün Tipi : Omuz ÇantasıYükseklik : 16,5 cm Genişlik: 19 cmDerinlik: 10,5 cmÜrün Kodu : VZNC-003Y",Kadın
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/polaris-81311447z-bej-kadin-ayakkabi-100307391,100307391,https://floimages.mncdn.com/media/catalog/product/1/0/100307391_1.jpg,Polaris,79.99,81.311447.Z Bej Kadın Ayakkabı,İç Materyal: Suni Deri,Kadın
Ayakkabı,Bot,Worker bot,https://www.flo.com.tr/kinetix-rufino-tarcin-erkek-bot-100265976,100265976,https://floimages.mncdn.com/media/catalog/product/1/0/100265976_1.jpg,Kinetix,219.99,RUFINO Tarçın Erkek Bot,,Erkek
Ayakkabı,Sneaker,Klasik sneaker,https://www.flo.com.tr/art-bella-cs18046-beyaz-kadin-sneaker-ayakkabi-100315648,100315648,https://floimages.mncdn.com/media/catalog/product/1/0/100315648_1.jpg,Art Bella,79.99,CS18046 Beyaz Kadın Sneaker Ayakkabı,İç Materyal: Suni Deri,Kadın
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/polaris-81311144z-bej-kadin-ayakkabi-100298173,100298173,https://floimages.mncdn.com/media/catalog/product/1/0/100298173_1.jpg,Polaris,99.99,81.311144.Z Bej Kadın Ayakkabı,İç Materyal: Suni Deri,Kadın
Ayakkabı,Sneaker,Klasik sneaker,https://www.flo.com.tr/polaris-82311071z-lacivert-kadin-sneaker-ayakkabi-100320673,100320673,https://floimages.mncdn.com/media/catalog/product/1/0/100320673_1.jpg,Polaris,36.65,82.311071.Z Lacivert Kadın Sneaker Ayakkabı,,Kadın
Ayakkabı,Bot,Klasik bot,https://www.flo.com.tr/butigo-alessa-vizon-kadin-bot-100525795,100525795,https://floimages.mncdn.com/media/catalog/product/19-12/27/100525795_1.jpg,Butigo,99.99,ALESSA Vizon Kadın Bot,Dış Materyal: Suni Deri (Süet),Kadın
Ayakkabı,Casual ayakkabı,Günlük ayakkabı,https://www.flo.com.tr/butigo-r15240-br733flo-haki-kadin-ayakkabi-100316629,100316629,https://floimages.mncdn.com/media/catalog/product/1/0/100316629_1.jpg,Butigo,199.99,R15240-BR733FLO Haki Kadın Ayakkabı,Dış Materyal: Hakiki Deri,Kadın
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/polaris-72309051z-bordo-kadin-ayakkabi-100265225,100265225,https://floimages.mncdn.com/media/catalog/product/1/0/100265225_1.jpg,Polaris,99.99,72.309051.Z Bordo Kadın Ayakkabı,İç Materyal: Suni Deri,Kadın
Giyim,Tişört,Kısa kollu tişört,https://www.flo.com.tr/slazenger-taken-erkek-t-shirt-hardal-200001768,200001768,https://floimages.mncdn.com/media/catalog/product/20-06/16/st19te004-710_0.jpg,Slazenger,99.9,TAKEN Erkek T-Shirt Hardal,,Erkek
Ayakkabı,Sneaker,Klasik sneaker,https://www.flo.com.tr/butigo-skyland-gri-kadin-sneaker-ayakkabi-100525786,100525786,https://floimages.mncdn.com/media/catalog/product/20-03/09/100525786_1.JPG,Butigo,139.99,SKYLAND Gri Kadın Sneaker Ayakkabı,Dış Materyal: Suni Deri,Kadın
Ayakkabı,Bot,Klasik bot,https://www.flo.com.tr/art-bella-cw19059-siyah-kadin-bot-100440101,100440101,https://floimages.mncdn.com/media/catalog/product/20-05/11/100440101_1.JPG,Art Bella,124.99,CW19059 Siyah Kadın Bot,İç Materyal: Tekstil,Kadın
Çanta,Omuz çantası,Kadın  pudra omuz çantası vznc-049y,https://www.flo.com.tr/kadin-pudra-omuz-cantasi-vznc-049y-200004749,200004749,https://floimages.mncdn.com/media/catalog/product/20-07/01/00371-100-100-50-50-422_019_1.JPG?0.8797206600802405,Vizon Ayakkabı,159.9,Kadın  Pudra Omuz Çantası VZNC-049Y,"Materyal : Suni DeriCinsiyet : KadınÜrün Tipi : Omuz ÇantasıYükseklik : 14,5 cm Genişlik: 25 cmDerinlik: 6 cmÜrün Kodu : VZNC-049Y",Kadın
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/butigo-r14436-ag763flo-siyah-kadin-ayakkabi-100316626,100316626,https://floimages.mncdn.com/media/catalog/product/1/0/100316626_1.jpg,Butigo,179.99,R14436-AG763FLO Siyah Kadın Ayakkabı,Dış Materyal: Hakiki Deri,Kadın
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/forester-mna-1-siyah-erkek-ayakkabi-100525505,100525505,https://floimages.mncdn.com/media/catalog/product/19-11/08/100525505_1.JPG,Forester,139.99,MNA-1 Siyah Erkek Ayakkabı,,Erkek
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/lumberjack-zegnum-sue-gri-erkek-ayakkabi-100309093,100309093,https://floimages.mncdn.com/media/catalog/product/1/0/100309093_1_2.jpg,Lumberjack,149.99,ZEGNUM SUE Gri Erkek Ayakkabı,,Erkek
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/forester-mna-1-haki-erkek-ayakkabi-100525504,100525504,https://floimages.mncdn.com/media/catalog/product/19-11/06/100525504_1-1573019914.jpg,Forester,139.99,MNA-1 Haki Erkek Ayakkabı,,Erkek
Ayakkabı,Ev ayakkabısı,Ev terliği,https://www.flo.com.tr/polaris-92600042m-kahverengi-erkek-terlik-100434741,100434741,https://floimages.mncdn.com/media/catalog/product/1/4/1/100434741.JPG,Polaris,59.99,92.600042.M Kahverengi Erkek Terlik,,Erkek
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/polaris-72156077z-kahverengi-kadin-ayakkabi-100264134,100264134,https://floimages.mncdn.com/media/catalog/product/1/0/100264134_1_1.jpg,Polaris,63.99,72.156077.Z Kahverengi Kadın Ayakkabı,İç Materyal: Suni Deri / Tekstil,Kadın
Ayakkabı,Casual ayakkabı,Günlük ayakkabı,https://www.flo.com.tr/butigo-r15240-br733flo1-siyah-kadin-ayakkabi-100316627,100316627,https://floimages.mncdn.com/media/catalog/product/1/0/100316627_1.jpg,Butigo,199.99,R15240-BR733FLO1 Siyah Kadın Ayakkabı,Dış Materyal: Hakiki Deri,Kadın
Ayakkabı,Sneaker,Klasik sneaker,https://www.flo.com.tr/forester-edka-beyaz-erkek-sneaker-ayakkabi-100481808,100481808,https://floimages.mncdn.com/media/catalog/product/1/0/8/100481808.jpg,Forester,139.99,EDKA Beyaz Erkek Sneaker Ayakkabı,,Erkek
Çanta,Cüzdan ve kartlık,Cüzdan,https://www.flo.com.tr/erkek-diga-dikey-uc-blok-cuzdan-780d-200012831,200012831,https://floimages.mncdn.com/media/catalog/product/20-07/22/diga-dikey-uc-blok-cuzdan-780d_15730263569124_xml3.jpg?0.8784249533399011,DIGA,99.9,Erkek Diga Dikey Üç Blok Cüzdan 780.D,,Erkek
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/forester-mcs-1-beyaz-erkek-ayakkabi-1005255,1005255,https://floimages.mncdn.com/media/catalog/product/19-11/08/100525500_1.JPG,Forester,119.99,MCS-1 Beyaz Erkek Ayakkabı,,Erkek
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/forester-elm-1-siyah-erkek-ayakkabi-100525497,100525497,https://floimages.mncdn.com/media/catalog/product/19-11/06/100525497_1-1573019913.jpg,Forester,149.99,ELM-1 Siyah Erkek Ayakkabı,,Erkek
Ayakkabı,Terlik,Düz terlik,https://www.flo.com.tr/muggo-orgulu-duz-kadin-terlik-20005655,20005655,https://floimages.mncdn.com/media/catalog/product/20-12/11/muggo-orgulu-duz-kadin-terlik-21685.jpg?0.9745236717717847,Muggo,149.99,Örgülü Düz Kadın Terlik,Marka : Muggo,Kadın
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/polaris-5-nokta-92100844m-kahverengi-erkek-ayakkabi-100420964,100420964,https://floimages.mncdn.com/media/catalog/product/1/6/4/100420964.JPG,Polaris 5 Nokta,179.99,92.100844.M Kahverengi Erkek Ayakkabı,,Erkek
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/polaris-5-nokta-72109102z-kahverengi-kadin-ayakkabi-100264126,100264126,https://floimages.mncdn.com/media/catalog/product/1/0/100264126_1_1.jpg,Polaris 5 Nokta,87.99,72.109102.Z Kahverengi Kadın Ayakkabı,İç Materyal: Tekstil,Kadın
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/polaris-72156967z-kahverengi-kadin-ayakkabi-1002641,1002641,https://floimages.mncdn.com/media/catalog/product/1/0/100264100_1_1.jpg,Polaris,59.99,72.156967.Z Kahverengi Kadın Ayakkabı,İç Materyal: Suni Deri / Tekstil,Kadın
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/forester-kry-1-haki-erkek-ayakkabi-100525498,100525498,https://floimages.mncdn.com/media/catalog/product/19-11/06/100525498_1-1573019913.jpg,Forester,139.99,KRY-1 Haki Erkek Ayakkabı,,Erkek
Ayakkabı,Sneaker,Klasik sneaker,https://www.flo.com.tr/polaris-81356035m-bej-erkek-sneaker-ayakkabi-10029966,10029966,https://floimages.mncdn.com/media/catalog/product/1/0/100299660_1.jpg,Polaris,37.49,81.356035.M Bej Erkek Sneaker Ayakkabı,,Erkek
Kışlık ayakkabı,72.154546.z siyah kadın modern ayakkabı,,https://www.flo.com.tr/polaris-72154546z-siyah-kadin-modern-ayakkabi-100264076,100264076,https://floimages.mncdn.com/media/catalog/product/1/0/100264076_1.jpg,Polaris,99.99,72.154546.Z Siyah Kadın Modern Ayakkabı,İç Materyal: Suni Deri / Tekstil,Kadın
Ayakkabı,Sneaker,Klasik sneaker,https://www.flo.com.tr/mavi-pike-siyah-kadin-sneaker-ayakkabi-10027662,10027662,https://floimages.mncdn.com/media/catalog/product/1/0/100276620_1.jpg,Mavi,169.99,PIKE Siyah Kadın Sneaker Ayakkabı,Dış Materyal: Suni Deri (Süet),Kadın
Ayakkabı,Bot,Düz bot,https://www.flo.com.tr/dockers-by-gerli-219430-siyah-erkek-bot-100263975,100263975,https://floimages.mncdn.com/media/catalog/product/1/0/100263975_1.jpg,Dockers by Gerli,239.99,219430 Siyah Erkek Bot,,Erkek
Ayakkabı,Sneaker,Klasik sneaker,https://www.flo.com.tr/mavi-pike-lacivert-kadin-sneaker-ayakkabi-100276618,100276618,https://floimages.mncdn.com/media/catalog/product/1/0/100276618_1.jpg,Mavi,169.99,PIKE Lacivert Kadın Sneaker Ayakkabı,Dış Materyal: Suni Deri (Süet),Kadın
Ayakkabı,Sneaker,Klasik sneaker,https://www.flo.com.tr/lumberjack-hornet-9pr-gri-erkek-sneaker-ayakkabi-100445633,100445633,https://floimages.mncdn.com/media/catalog/product/1/3/3/100445633.JPG,Lumberjack,199.99,HORNET 9PR Gri Erkek Sneaker Ayakkabı,,Erkek
