category,subcategory_lvl1,subcategory_lvl2,page_url,product_id,image_url,brand,price,title,description,gender
Giyim,Şort,Günlük şort,https://www.flo.com.tr/adidas-e-3s-chelsea-siyah-erkek-sort-100403536,100403536,https://floimages.mncdn.com/media/catalog/product/20-11/04/100403536_1.JPG,adidas,229,E 3S CHELSEA Siyah Erkek Şort,,E 3S CHELSEA
Giyim,Şort,Günlük şort,https://www.flo.com.tr/nike-short-wvn-core-trk-siyah-erkek-sort-100548157,100548157,https://floimages.mncdn.com/media/catalog/product/20-01/20/100548157_1.JPG,Nike,195.47,SHORT WVN CORE TRK Siyah Erkek Şort,,SHORT WVN CORE TRK
Ayakkabı,Sneaker,Klasik sneaker,https://www.flo.com.tr/polaris-92314873z-lacivert-kadin-sneaker-ayakkabi-100421611,100421611,https://floimages.mncdn.com/media/catalog/product/1/1/1/100421611.jpg,Polaris,59.99,92.314873.Z Lacivert Kadın Sneaker Ayakkabı,İç Materyal: Tekstil,Kadın
Giyim,Şort,Günlük şort,https://www.flo.com.tr/nike-m-nsw-ce-short-wvn-core-siyah-erkek-sort-100548156,100548156,https://floimages.mncdn.com/media/catalog/product/20-01/20/100548156_1.JPG,Nike,195.47,M NSW CE SHORT WVN CORE Siyah Erkek Şort,,M NSW CE SHORT WVN CORE
Ayakkabı,Spor ayakkabı,Yürüyüş ayakkabısı,https://www.flo.com.tr/us-polo-assn-glock-9pr-gunluk-kizerkek-cocuk-spor-ayakkabi-beyaz-200024867,200024867,https://floimages.mncdn.com/media/catalog/product/20-09/02/19kayplo0000009_a-1.JPG,U.S. Polo Assn.,124.19,U.s. Polo Assn Glock 9PR Günlük Kız/Erkek Çocuk Spor Ayakkabı BEYAZ,,Erkek Çocuk
Ayakkabı,Spor ayakkabı,Yürüyüş ayakkabısı,https://www.flo.com.tr/pro-tracker-erkek-bagciksiz-siyah-gunluk-rahat-spor-ayakkabi-200058955,200058955,https://floimages.mncdn.com/media/catalog/product/20-12/17/new-project-2020-12-17t125226809.jpg,Pro Tracker,109.9,Erkek Bağcıksız Siyah Günlük Rahat Spor Ayakkabı,Cinsiyet:,Erkek
Ayakkabı,Sneaker,Klasik sneaker,https://www.flo.com.tr/lumberjack-fenomen-haki-erkek-sneaker-ayakkabi-100514886,100514886,https://floimages.mncdn.com/media/catalog/product/20-05/12/100514886_1.JPG,Lumberjack,259.99,FENOMEN Haki Erkek Sneaker Ayakkabı,,Erkek
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/polaris-5-nokta-91100674z-vizon-kadin-ayakkabi-100373482,100373482,https://floimages.mncdn.com/media/catalog/product/20-03/31/100373482_1.JPG,Polaris 5 Nokta,104.99,91.100674.Z Vizon Kadın Ayakkabı,,Kadın
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/polaris-92151053z-siyah-kadin-basic-comfort-100428512,100428512,https://floimages.mncdn.com/media/catalog/product/1/1/2/100428512.jpg,Polaris,109.99,92.151053.Z Siyah Kadın Basic Comfort,İç Materyal: Suni Deri,Kadın
Ayakkabı,Bot,Chelsea bot,https://www.flo.com.tr/polaris-92314337z-siyah-kadin-bot-100422285,100422285,https://floimages.mncdn.com/media/catalog/product/1/8/5/100422285.jpg,Polaris,99.99,92.314337.Z Siyah Kadın Bot,İç Materyal: Tekstil,Kadın
Ayakkabı,Sneaker,Klasik sneaker,https://www.flo.com.tr/polaris-92314873z-siyah-kadin-sneaker-ayakkabi-10042161,10042161,https://floimages.mncdn.com/media/catalog/product/1/1/0/100421610.jpg,Polaris,59.99,92.314873.Z Siyah Kadın Sneaker Ayakkabı,İç Materyal: Tekstil,Kadın
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/polaris-5-nokta-91100681z-lacivert-kadin-ayakkabi-100373437,100373437,https://floimages.mncdn.com/media/catalog/product/20-03/31/100373437_1.JPG,Polaris 5 Nokta,99.99,91.100681.Z Lacivert Kadın Ayakkabı,İç Materyal: Suni Deri,Kadın
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/polaris-81158499z-bej-kadin-gova-ayakkabi-100318674,100318674,https://floimages.mncdn.com/media/catalog/product/1/0/100318674_1.jpg,Polaris,69.99,81.158499.Z Bej Kadın Gova Ayakkabı,İç Materyal: Suni Deri,Kadın
Ayakkabı,Sneaker,Klasik sneaker,https://www.flo.com.tr/art-bella-cs18092-siyah-kadin-slip-on-ayakkabi-100315633,100315633,https://floimages.mncdn.com/media/catalog/product/20-06/26/100315633_1.JPG,Art Bella,71.99,CS18092 Siyah Kadın Slip On Ayakkabı,İç Materyal: Suni Deri,Kadın
Ayakkabı,Sneaker,Klasik sneaker,https://www.flo.com.tr/art-bella-cs18092-bej-kadin-slip-on-ayakkabi-100315631,100315631,https://floimages.mncdn.com/media/catalog/product//1/0/100315631_1.jpg,Art Bella,71.99,CS18092 Bej Kadın Slip On Ayakkabı,İç Materyal: Suni Deri,Kadın
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/polaris-81158499z-vizon-kadin-gova-ayakkabi-100307529,100307529,https://floimages.mncdn.com/media/catalog/product//1/0/100307529_1.jpg,Polaris,69.99,81.158499.Z Vizon Kadın Gova Ayakkabı,İç Materyal: Suni Deri,Kadın
Ayakkabı,Günlük ayakkabı,Loafer,https://www.flo.com.tr/polaris-81157282z-kahverengi-kadin-loafer-ayakkabi-100293709,100293709,https://floimages.mncdn.com/media/catalog/product/20-03/31/100293709_1.JPG,Polaris,59.99,81.157282.Z Kahverengi Kadın Loafer Ayakkabı,İç Materyal: Suni Deri,Kadın
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/dockers-by-gerli-227131-9pr-lacivert-erkek-ayakkabi-100420096,100420096,https://floimages.mncdn.com/media/catalog/product/19-11/18/100420096_1.jpg,Dockers by Gerli,189.99,227131 9PR Lacivert Erkek Ayakkabı,,Erkek
Ayakkabı,Babet,Kadın babet 37801,https://www.flo.com.tr/gon-kadin-babet-37801-200051921,200051921,https://floimages.mncdn.com/media/catalog/product/20-11/23/dyza66637801031_1.jpg?0.9160878178512923,Gön,62.22,Kadın Babet 37801,"*  Suni Deri Gön kadın Babet Günlük Yaşamda Her Ortamda Kullanabilirsiniz.
*  Dayanaklı Tvc Taban,Rahat Kalıbı İle Her Ayak Yapısına Uygundur.
*  2 Pont ( 1.3Cm ) Ökçe Yüksekliği İle Uzun Sure KullanımLarda Uygun Rahatlığı Saglar.",Kadın
Giyim,Sweatshirt,Louis park slim fit fermuarlı kapşonlu sweat shirt,https://www.flo.com.tr/louis-park-slim-fit-fermuarli-kapsonlu-sweat-shirt-200053418,200053418,https://floimages.mncdn.com/media/catalog/product/20-11/30/louis-park-slim-fit-fermuarli-kapsonlu-sweat-shirt-6068.jpg,Twenty3,174.9,Louis Park Slim Fit Fermuarlı Kapşonlu Sweat Shirt,,Erkek
Giyim,Forma,Real madrid beyaz erkek forma,https://www.flo.com.tr/adidas-real-madrid-beyaz-erkek-forma-100407257,100407257,https://floimages.mncdn.com/media/catalog/product/1/0/100407257_1.jpg,adidas,285,REAL MADRID Beyaz Erkek Forma,,REAL MADRID
Ayakkabı,Günlük ayakkabı,Loafer,https://www.flo.com.tr/butigo-furio-siyah-kadin-loafer-ayakkabi-100532553,100532553,https://floimages.mncdn.com/media/catalog/product/20-02/05/100532553_1.jpg,Butigo,99.99,FURIO Siyah Kadın Loafer Ayakkabı,Dış Materyal: Suni Deri,Kadın
Ayakkabı,Babet,Illyna lacivert kadın babet,https://www.flo.com.tr/nine-west-illyna-lacivert-kadin-babet-100572278,100572278,https://floimages.mncdn.com/media/catalog/product/20-10/05/100572278_1.jpg,Nine West,131.67,ILLYNA Lacivert Kadın Babet,İç Materyal: Suni Deri,Kadın
Ayakkabı,Sneaker,Klasik sneaker,https://www.flo.com.tr/lumberjack-bestla-9pr-lacivert-erkek-sneaker-ayakkabi-100416608,100416608,https://floimages.mncdn.com/media/catalog/product/1/0/8/100416608.JPG,Lumberjack,149.99,BESTLA 9PR Lacivert Erkek Sneaker Ayakkabı,,Erkek
Ayakkabı,Sneaker,Klasik sneaker,https://www.flo.com.tr/art-bella-cw18073-19w-beyaz-kadin-sneaker-ayakkabi-100416402,100416402,https://floimages.mncdn.com/media/catalog/product/1/0/2/100416402.jpg,Art Bella,69.99,CW18073-19W Beyaz Kadın Sneaker Ayakkabı,Dış Materyal: Suni Deri,Kadın
Ayakkabı,Spor ayakkabı,Koşu ayakkabısı,https://www.flo.com.tr/lumberjack-ale-plus-gri-erkek-kosu-ayakkabisi-100497452,100497452,https://floimages.mncdn.com/media/catalog/product/19-12/17/100497452_1-1576578131.jpg,Lumberjack,249.99,ALE PLUS Gri Erkek Koşu Ayakkabısı,,Erkek
Ayakkabı,Sneaker,Klasik sneaker,https://www.flo.com.tr/lotto-trainer-pu-w-siyah-kadin-sneaker-ayakkabi-10038918,10038918,https://floimages.mncdn.com/media/catalog/product/20-01/22/100389180_1.JPG,Lotto,241.95,TRAINER PU W Siyah Kadın Sneaker Ayakkabı,,TRAINER PU W
Ayakkabı,Sneaker,Klasik sneaker,https://www.flo.com.tr/kinetix-marlon-w-lacivert-kadin-sneaker-ayakkabi-10049596,10049596,https://floimages.mncdn.com/media/catalog/product/19-12/17/100495960_1-1576578084.jpg,Kinetix,89.99,MARLON W Lacivert Kadın Sneaker Ayakkabı,Dış Materyal: Suni Deri,Kadın
Ayakkabı,Sneaker,Klasik sneaker,https://www.flo.com.tr/kinetix-boni-mesh-w-beyaz-kadin-sneaker-ayakkabi-100483897,100483897,https://floimages.mncdn.com/media/catalog/product/19-12/17/100483897_1-1576578023.jpg,Kinetix,128.56,BONI MESH W Beyaz Kadın Sneaker Ayakkabı,,Kadın
Ayakkabı,Bot,Düz bot,https://www.flo.com.tr/kiko-kids-nuh-fermuarli-kiz-cocuk-kar-botu-ayakkabi-mor-200053876,200053876,https://floimages.mncdn.com/media/catalog/product/20-12/01/20kbootkik00025_mo-1.JPG,Kiko Kids,124.19,Nuh Fermuarlı Kız Çocuk Kar Botu Ayakkabı MOR,"Mevsim: Sonbahar-kış
Dış Materyal: Mikrofiber+Tekstil
İç Materyal: Termal Astar
Taban Materyali: Termo
Topuk Yüksekliği: 3 Cm
Taban Yüksekligi: 2 Cm
Uzunluk: 22 Cm
Agırlık: 258 Gr
Kalıp: Standart Ayak Ölçülerine Göre Tam Kalıp",Kız Çocuk
Ayakkabı,Çizme,Yağmur çizmesi,https://www.flo.com.tr/gezer-00575-560-yagmur-su-gecirmez-kiz-cocuk-cizme-bot-pembe-200042298,200042298,https://floimages.mncdn.com/media/catalog/product/20-10/22/20kcizgez000001_pe-1.JPG,GEZER,101.59,00575-560 Yağmur Su Geçirmez Kız Çocuk Çizme Bot Pembe,,Kız Çocuk
Ayakkabı,Bot,Düz bot,https://www.flo.com.tr/polaris-5-nokta-92100621m-siyah-erkek-bot-100413957,100413957,https://floimages.mncdn.com/media/catalog/product/1/5/7/100413957.JPG,Polaris 5 Nokta,179.99,92.100621.M Siyah Erkek Bot,,Erkek
Ayakkabı,Sneaker,Klasik sneaker,https://www.flo.com.tr/us-polo-assn-penka-lacivert-kadin-sneaker-ayakkabi-100357662,100357662,https://floimages.mncdn.com/media/catalog/product/1/6/2/100357662.jpg,U.S. Polo Assn.,119.99,PENKA Lacivert Kadın Sneaker Ayakkabı,İç Materyal: Tekstil,Kadın
Ayakkabı,Günlük ayakkabı,Tekne ayakkabısı,https://www.flo.com.tr/oxide-mrb73-kahverengi-erkek-ayakkabi-10051829,10051829,https://floimages.mncdn.com/media/catalog/product/20-01/15/100518290_1.jpg,Oxide,99.99,MRB73 Kahverengi Erkek Ayakkabı,,Erkek
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/flogart-d-69-siyah-erkek-comfort-ayakkabi-100381403,100381403,https://floimages.mncdn.com/media/catalog/product/20-02/28/100381403_1.JPG,Flogart,149.99,D-69 Siyah Erkek Comfort Ayakkabı,,Erkek
Ayakkabı,Spor ayakkabı,Yürüyüş ayakkabısı,https://www.flo.com.tr/kinetix-wesley-kirmizi-erkek-comfort-ayakkabi-100504144,100504144,https://floimages.mncdn.com/media/catalog/product/20-01/31/100504144_1.jpg,Kinetix,159.99,WESLEY Kırmızı Erkek Comfort Ayakkabı,,Erkek
Ayakkabı,Günlük ayakkabı,G-120-1 haki erkek klasik ayakkabı,https://www.flo.com.tr/jj-stiller-g-120-1-haki-erkek-klasik-ayakkabi-100385143,100385143,https://floimages.mncdn.com/media/catalog/product/19-12/13/100385143_1.jpg,JJ-Stiller,109.99,G-120-1 Haki Erkek Klasik Ayakkabı,,Erkek
Ayakkabı,Sandalet,Topuksuz sandalet,https://www.flo.com.tr/hakiki-deri-kadin-klasik-sandalet-864za610-200053651,200053651,https://floimages.mncdn.com/media/catalog/product/20-12/02/new-project-214.jpg,Fast Step,361.11,Hakiki Deri Kadın Klasik Sandalet 864ZA610,Taban : POLİ TABAN; Yüzeyi: DERİ; İçi: DERİ ASTAR; Topuk Boyu: 3;,Kadın
Ayakkabı,Outdoor ayakkabı,Trekking ve outdoor bot,https://www.flo.com.tr/dockers-by-gerli-223691-siyah-erkek-bot-100286088,100286088,https://floimages.mncdn.com/media/catalog/product/20-11/11/100286088_1.JPG,Dockers by Gerli,279.99,223691 Siyah Erkek Bot,,Erkek
Ayakkabı,Bot,Klasik bot,https://www.flo.com.tr/gon-hakiki-deri-kadin-bot-39447-200052132,200052132,https://floimages.mncdn.com/media/catalog/product/20-11/24/dkzb61339447082_4.jpg?0.40759815206056915,Gön,359.3,Hakiki Deri Kadın Bot 39447,1.Sınıf Hakiki Deri Termo Taban İç Taban astarı Deri İç Kenar Astarları Sıcak Astar  9 Pont (6 Cm) Gön Deri Kadın Bot,Kadın
Ayakkabı,Günlük ayakkabı,Loafer,https://www.flo.com.tr/oxide-2250-c-taba-erkek-loafer-ayakkabi-100518348,100518348,https://floimages.mncdn.com/media/catalog/product/20-02/06/100518348_1.jpg,Oxide,139.99,2250 C Taba Erkek Loafer Ayakkabı,,Erkek
Ayakkabı,Bot,Klasik bot,https://www.flo.com.tr/polaris-92314709z-beyaz-kadin-gunluk-bot-100421377,100421377,https://floimages.mncdn.com/media/catalog/product/1/7/7/100421377.jpg,Polaris,119.99,92.314709.Z Beyaz Kadın Günlük Bot,İç Materyal: Tekstil,Kadın
Ayakkabı,Ev ayakkabısı,Ev terliği,https://www.flo.com.tr/polaris-92600063z-siyah-kadin-terlik-100434783,100434783,https://floimages.mncdn.com/media/catalog/product/1/8/3/100434783.JPG,Polaris,44.99,92.600063.Z Siyah Kadın Terlik,Dış Materyal: Tekstil,Kadın
Ayakkabı,Topuklu ayakkabı,Klasik topuklu ayakkabı,https://www.flo.com.tr/butigo-sebastiano-lame-kadin-topuklu-ayakkabi-100576645,100576645,https://floimages.mncdn.com/media/catalog/product/20-04/06/100576645_1.JPG,Butigo,149.99,SEBASTİANO Lame Kadın Topuklu Ayakkabı,Dış Materyal: Suni Deri,Kadın
Ayakkabı,Spor ayakkabı,Koşu ayakkabısı,https://www.flo.com.tr/adidas-lite-racer-20-siyah-erkek-kosu-ayakkabisi-100546336,100546336,https://floimages.mncdn.com/media/catalog/product/20-02/28/100546336_1.JPG,adidas,449,LITE RACER 2.0. Siyah Erkek Koşu Ayakkabısı,,LITE RACER 2.0.
Ayakkabı,Klasik ayakkabı,Kansas 9pr siyah erkek ayakkabı,https://www.flo.com.tr/mercedes-kansas-9pr-siyah-erkek-ayakkabi-100431638,100431638,https://floimages.mncdn.com/media/catalog/product/1/3/8/100431638.JPG,Mercedes,159.99,KANSAS 9PR Siyah Erkek Ayakkabı,,Erkek
Ayakkabı,Topuklu ayakkabı,Klasik topuklu ayakkabı,https://www.flo.com.tr/butigo-rivera-kirmizi-kadin-topuklu-ayakkabi-100539221,100539221,https://floimages.mncdn.com/media/catalog/product/20-01/17/100539221_1.jpg,Butigo,129.99,RİVERA Kırmızı Kadın Topuklu Ayakkabı,Dış Materyal: Suni Deri (Süet),Kadın
Ayakkabı,Topuklu ayakkabı,Klasik topuklu ayakkabı,https://www.flo.com.tr/butigo-rivera-siyah-kadin-topuklu-ayakkabi-10053922,10053922,https://floimages.mncdn.com/media/catalog/product/20-01/17/100539220_1.jpg,Butigo,129.99,RİVERA Siyah Kadın Topuklu Ayakkabı,Dış Materyal: Suni Deri (Süet),Kadın
Ayakkabı,Topuklu ayakkabı,Klasik topuklu ayakkabı,https://www.flo.com.tr/butigo-mira-bej-kadin-gova-ayakkabi-100532606,100532606,https://floimages.mncdn.com/media/catalog/product/20-01/17/100532606_1.jpg,Butigo,119.99,MİRA Bej Kadın Gova Ayakkabı,Dış Materyal: Suni Deri,Kadın
Ayakkabı,Bot,Klasik bot,https://www.flo.com.tr/gon-kadin-bot-20428-200052111,200052111,https://floimages.mncdn.com/media/catalog/product/20-11/24/gkzb13420428082_1.jpg?0.6596256080774531,Gön,162.27,Kadın Bot 20428,"* GÖN SUNİ DERİ KADIN BOT, (HAKİKİ DERİ GÖRÜNÜMLÜ KALİTELİ SUNİ DERİ) GÜNLÜK YAŞAMDA HER ORTAMDA KULLANABİLİRSİNİZ.
* DAYANIKLI KAUÇUK TABAN,RAHAT KALIP, FERMUARI İLE HER AYAK YAPISINA UYGUNDUR.
* ALT TABAN HAKİKİ KAUÇUKTAN ÜRETİLMİŞ OLUP, SOĞUK VE SICAK YALITIMI  YAPACAK ŞEKİLDE TASARLANMIŞTIR.
* İÇ TABAN ASTARI DERİ (DERİ MOSTRA) KOKU VE MANTAR OLUŞUMUNU MİNİMİZE EDER.
* İÇ KENAR ASTARLARI AYAĞI SICAK TUTAN VE KOKU YAPMAYAN NEFES ALAN TEKSTİLDİR.
* 10.5 PONT ( 7 CM) ÖKÇE YÜKSEKLİĞİ İLE UZUN SÜRELİ KULLANIMLARA DA UYGUN RAHATLIĞI SAĞLAR.
* İÇ YAN TARAFTA BULUNAN FERMUAR HIZLI  KOLAY GİYME VE ÇIKARMAYI SAĞLAR.
* MOSTRA ALTINDAKİ HAFIZALI KÖPÜK YASTIKLI PET AYAK TABANINIZIN RAHAT ETMESİNİ VE YÜRÜYÜŞ RAHATLIĞI SAĞLAR.",Kadın
Ayakkabı,Günlük ayakkabı,Loafer,https://www.flo.com.tr/butigo-felicity-beyaz-kadin-loafer-ayakkabi-100573661,100573661,https://floimages.mncdn.com/media/catalog/product/20-02/18/100573661_1.jpg,Butigo,79.99,FELİCİTY Beyaz Kadın Loafer Ayakkabı,Dış Materyal: Suni Deri,Kadın
Ayakkabı,Bot,Klasik bot,https://www.flo.com.tr/dockers-by-gerli-227332-9pr-siyah-erkek-bot-100420272,100420272,https://floimages.mncdn.com/media/catalog/product/19-11/22/100420272_1.jpg,Dockers by Gerli,239.99,227332 9PR Siyah Erkek Bot,,Erkek
Ayakkabı,Spor ayakkabı,Yürüyüş ayakkabısı,https://www.flo.com.tr/slazenger-karman-kosu-yuruyus-kadin-ayakkabi-beyaz-200025071,200025071,https://floimages.mncdn.com/media/catalog/product/20-09/03/sa20rk004-000_0.jpg,Slazenger,224.9,KARMAN Koşu & Yürüyüş Kadın Ayakkabı Beyaz,,Kadın
Ayakkabı,Topuklu ayakkabı,Stiletto,https://www.flo.com.tr/nine-west-sunnyday-mavi-kadin-stiletto-100526749,100526749,https://floimages.mncdn.com/media/catalog/product/20-03/27/100526749_1.jpg,Nine West,299,SUNNYDAY Mavi Kadın Stiletto,İç Materyal: Suni Deri,Kadın
Ayakkabı,Topuklu ayakkabı,Stiletto,https://www.flo.com.tr/nine-west-sunde-beyaz-kadin-stiletto-100529735,100529735,https://floimages.mncdn.com/media/catalog/product/20-03/16/100529735_1.jpg,Nine West,279,SUNDE Beyaz Kadın Stiletto,İç Materyal: Suni Deri,Kadın
Ayakkabı,Topuklu ayakkabı,Stiletto,https://www.flo.com.tr/nine-west-sunnyday-naturel-kadin-stiletto-100526639,100526639,https://floimages.mncdn.com/media/catalog/product/20-03/16/100526639_1.jpg,Nine West,299,SUNNYDAY Naturel Kadın Stiletto,İç Materyal: Suni Deri,Kadın
Ayakkabı,Sneaker,Klasik sneaker,https://www.flo.com.tr/nine-west-mador-bej-kadin-sneaker-ayakkabi-100524801,100524801,https://floimages.mncdn.com/media/catalog/product/20-01/02/100524801_1.jpg,Nine West,279,MADOR Bej Kadın Sneaker Ayakkabı,İç Materyal: Suni Deri,Kadın
Ayakkabı,Spor ayakkabı,Koşu ayakkabısı,https://www.flo.com.tr/reebok-lite-siyah-kadin-kosu-ayakkabisi-100404246,100404246,https://floimages.mncdn.com/media/catalog/product/20-06/23/100404246_1.JPG,Reebok,369.8,LITE Siyah Kadın Koşu Ayakkabısı,,LITE
Ayakkabı,Bot,Topuklu bot,https://www.flo.com.tr/ayakland-2463-2100-cilt-4cm-fermuarli-termo-kadin-bot-ayakkabi-beyaz-200053218,200053218,https://floimages.mncdn.com/media/catalog/product/20-12/01/20kbootayk00107_a-1-1606829076.JPG?0.4564417818890968,Ayakland,135.49,2463-2100 Cilt 4cm Fermuarlı Termo Kadın Bot Ayakkabı BEYAZ,"Mevsim: MevsimlikDış Materyal: Microfiberİç Materyal: TekstilTaban Materyali: TermoTopuk Yüksekliği: 2 CmTaban Yüksekligi: 
1 CmAgırlık: 280 GrKalıp: Standart Ayak Ölçülerine Göre Tam Kalıp",Kadın
Ayakkabı,Spor ayakkabı,Koşu ayakkabısı,https://www.flo.com.tr/puma-anzarun-lite-siyah-erkek-kosu-ayakkabisi-100644556,100644556,https://floimages.mncdn.com/media/catalog/product/20-08/24/100644556_1.JPG,Puma,399.9,ANZARUN LITE Siyah Erkek Koşu Ayakkabısı,Dış Materyal: Dokuma,ANZARUN LITE
Ayakkabı,Spor ayakkabı,Yürüyüş ayakkabısı,https://www.flo.com.tr/slazenger-kerry-kosu-yuruyus-kadin-ayakkabi-beyaz-mor-20002507,20002507,https://floimages.mncdn.com/media/catalog/product/20-09/03/sa20rk012-064_0.jpg,Slazenger,224.9,KERRY Koşu & Yürüyüş Kadın Ayakkabı Beyaz / Mor,,Kadın
Ayakkabı,Sneaker,Klasik sneaker,https://www.flo.com.tr/art-bella-cs20016-mavi-kadin-sneaker-ayakkabi-100517858,100517858,https://floimages.mncdn.com/media/catalog/product/20-05/12/100517858_1.JPG,Art Bella,69.99,CS20016 Mavi Kadın Sneaker Ayakkabı,İç Materyal: Tekstil,Kadın
Ayakkabı,Spor ayakkabı,Koşu ayakkabısı,https://www.flo.com.tr/adidas-duramo-9-siyah-erkek-kosu-ayakkabisi-100381743,100381743,https://floimages.mncdn.com/media/catalog/product/19-09/27/100381743_1.jpg,adidas,449,DURAMO 9 Siyah Erkek Koşu Ayakkabısı,,DURAMO 9
Ayakkabı,Sneaker,Klasik sneaker,https://www.flo.com.tr/adidas-lite-racer-reborn-siyah-erkek-sneaker-ayakkabi-100630827,100630827,https://floimages.mncdn.com/media/catalog/product/20-08/11/100630827_1.jpg,adidas,427.67,LITE RACER REBORN Siyah Erkek Sneaker Ayakkabı,,LITE RACER REBORN
Ayakkabı,Sneaker,Klasik sneaker,https://www.flo.com.tr/adidas-galaxy-4-beyaz-kadin-sneaker-ayakkabi-100630823,100630823,https://floimages.mncdn.com/media/catalog/product/20-08/19/100630823_1.JPG,adidas,416.56,GALAXY 4 Beyaz Kadın Sneaker Ayakkabı,,GALAXY 4
