category,subcategory_lvl1,subcategory_lvl2,page_url,product_id,image_url,brand,price,title,description,gender
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/pepita-4468-gunluk-erkek-deri-ayakkabi-200037489,200037489,https://floimages.mncdn.com/media/catalog/product/20-10/06/new-project-2020-10-06t154144671.jpg,Pepita,359.91,4468 Günlük Erkek Deri Ayakkabı,"Marka : Pepita
Model : Günlük Ayakkabı
Sezon : İlkbahar & Yaz 
Materyal : Deri
Kapama Bilgisi : Bağcıklı
Taban Bilgisi : Poli
Özellikler : 
- Destekleyici sentetik yüzey kaplamaları, 
- Geometrik yüzey desenleri, 
- Dolgulu dil ve yaka, 
- Rahat bir uyum sağlayan tekstil iç astar, 
- Kolay giyilebilirlik sağlayan yaka askısı, 
- Üstün zemin kavrama özelliğine sahip akıllı taban",Erkek
Ayakkabı,Spor ayakkabı,Yürüyüş ayakkabısı,https://www.flo.com.tr/kinetix-erkek-cocuk-gunluk-siyah-spor-ayakkabi-20005766,20005766,https://floimages.mncdn.com/media/catalog/product/20-12/14/kinetix-erkek-cocuk-gunluk-siyah-spor-ayakkabi-9075.jpg,Kinetix,134.9,Erkek Çocuk Günlük Siyah Spor Ayakkabı,CİNSİYET: ERKEK ÇOCUK,Erkek Çocuk
Giyim,Sweatshirt,Baskılı sweatshirt,https://www.flo.com.tr/indigo-erkek-cocuk-sweat-200047465,200047465,https://floimages.mncdn.com/media/catalog/product/20-11/12/new-project-2020-11-12t110235190.jpg,E.R.D Kids,69.9,İndigo Erkek Çocuk Sweat,,Erkek Çocuk
Giyim,Alt üst takım,Beyaz babasının paşa oğlu erkek bebek 3 lü takım,https://www.flo.com.tr/beyaz-babasinin-pasa-oglu-erkek-bebek-3-lu-takim-200049931,200049931,https://floimages.mncdn.com/media/catalog/product/20-11/17/new-project-2020-11-17t115703450.jpg,Miniworld,74.9,Beyaz Babasının Paşa Oğlu Erkek Bebek 3 lü Takım,"Ürün Açıklaması: .Uzun Kol Baskılı Alttan Çıtçıt Kapamalı Badi.Cep Görünümlü Şeritli Zıbın Alt.Düz Renk Neon Şapka.Bebek 3’lü Takım
Paket İçeriği:.Badi,Zıbın Alt,Şapka
Ürün İçeriği:Ana Kumaş: %100 PamukRenk: BeyazÜrün Tipi: Takım",Erkek Çocuk
Giyim,Sweatshirt,Baskılı sweatshirt,https://www.flo.com.tr/gri-erkek-cocuk-sweat-200047464,200047464,https://floimages.mncdn.com/media/catalog/product/20-11/12/new-project-2020-11-12t110333872.jpg,E.R.D Kids,69.9,Gri Erkek Çocuk Sweat,,Erkek Çocuk
Ayakkabı,Terlik,Topuklu terlik,https://www.flo.com.tr/kadin-gul-kurusu-terlik-vzn20-088-200004217,200004217,https://floimages.mncdn.com/media/catalog/product/20-07/01/00371-100-100-50-50-442_401_2.JPG?0.685959948225952,Vizon Ayakkabı,99.99,Kadın  Gül Kurusu Terlik VZN20-088,"Materyal : SUNİ DERİCinsiyet : KADINÜrün Tipi : TERLİKTopuk Boyu : 5 cm Taban : NEOLİT TabanÜrün Kodu : VZN20-088Türkiye'de üretilmiştir.",Kadın
Ayakkabı,Terlik,Sabo terlik,https://www.flo.com.tr/crocs-11016-crocband-lacivert-yesil-erkek-terlik-200040999,200040999,https://floimages.mncdn.com/media/catalog/product/20-10/13/259_11016m-5859-1.jpg,Crocs,341.05,11016 Crocband Lacivert-Yeşil Erkek Terlik,,Erkek
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/pepita-4212-gunluk-erkek-deri-ayakkabi-200037488,200037488,https://floimages.mncdn.com/media/catalog/product/20-10/06/new-project-2020-10-06t143644473.jpg,Pepita,321.21,4212 Günlük Erkek Deri Ayakkabı,"Marka : Pepita
Model : Günlük Ayakkabı
Sezon : İlkbahar & Yaz 
Materyal : Deri
Kapama Bilgisi : Bağcıklı
Taban Bilgisi : Poli
Özellikler : 
- Destekleyici sentetik yüzey kaplamaları, 
- Geometrik yüzey desenleri, 
- Dolgulu dil ve yaka, 
- Rahat bir uyum sağlayan tekstil iç astar, 
- Kolay giyilebilirlik sağlayan yaka askısı, 
- Üstün zemin kavrama özelliğine sahip akıllı taban",Erkek
Ayakkabı,Terlik,Plaj terliği,https://www.flo.com.tr/fila-1010901-z-morro-bay-slipper-beyaz-kadin-terlik-200040994,200040994,https://floimages.mncdn.com/media/catalog/product/20-10/13/367_1010901z-8638-1.jpg,Fila,135.2,1010901 Z Morro Bay Slipper Beyaz Kadın Terlik,,Kadın
Giyim,Sweatshirt,Baskılı sweatshirt,https://www.flo.com.tr/indigo-mevsimlik-erkek-cocuk-sweatshirt-200047462,200047462,https://floimages.mncdn.com/media/catalog/product/20-11/12/0022230_indigo-mevsimlik-erkek-cocuk-sweatshirt.jpeg?0.4866375911645022,E.R.D Kids,64.9,İndigo Mevsimlik Erkek Çocuk Sweatshirt,,Erkek Çocuk
