category,subcategory_lvl1,subcategory_lvl2,page_url,product_id,image_url,brand,price,title,description,gender
Çanta,Omuz çantası,Kadın çanta,https://www.flo.com.tr/kadin-canta-200051553,200051553,https://floimages.mncdn.com/media/catalog/product/20-11/19/new-project-19.jpg,Hayati Arman,175.2,Kadın Çanta,Kadın Çanta,Kadın
Çanta,Sırt çantası,Kadın  new vibe large kadın sırt çantası hwpg7750330,https://www.flo.com.tr/kadin-guess-new-vibe-large-kadin-sirt-cantasi-hwpg7750330-200045612,200045612,https://floimages.mncdn.com/media/catalog/product/20-11/05/guessnewvibelargekadinsirtcantasihwpg7750330_16021626479216_xml3.jpg?0.8723625714693899,Guess,1399,Kadın  New Vibe Large Kadın Sırt Çantası HWPG7750330,,Kadın
Çanta,Omuz çantası,Şişe dipli kroko desenli aksesuarlı çanta,https://www.flo.com.tr/bagmori-sise-dipli-kroko-desenli-aksesuarli-canta-200028254,200028254,https://floimages.mncdn.com/media/catalog/product/20-09/15/87001900053324-1.jpg?0.1711160253060009,Bagmori,69.9,Şişe Dipli Kroko Desenli Aksesuarlı Çanta,,Kadın
Çanta,Sırt çantası,Kadın  new vibe large kadın sırt çantası hwge7750330,https://www.flo.com.tr/kadin-guess-new-vibe-large-kadin-sirt-cantasi-hwge7750330-200045611,200045611,https://floimages.mncdn.com/media/catalog/product/20-11/05/guessnewvibelargekadinsirtcantasihwge7750330_16010231972153_xml3.jpg?0.47389772817091713,Guess,901,Kadın  New Vibe Large Kadın Sırt Çantası HWGE7750330,,Kadın
Çanta,El çantası,Siyah kadın portföy çantası odin mc212106140,https://www.flo.com.tr/siyah-kadin-portfoy-cantasi-odin-mc212106140-200062404,200062404,https://floimages.mncdn.com/media/catalog/product/20-12/29/new-project-2020-12-29t121923394-1609233572.jpg,Marie Claire,233,Siyah Kadın Portföy Çantası Odin MC212106140,"Tasarım Odin kadın portföy çantası şık tasarımıyla dikkati çekiyor. Odin çantamız, pratik saklama bölümleri ile hem şık hem de fonksiyonel bir tasarıma sahiptir.
Detaylar Marie Claire Relax KoleksiyonuPortföy ÇantasıSuni deriMarie Claire imza logoGenişlik: 17 cm Yükseklik: 11 cm Derinlik: 3 cmAyarlanabilir KayışAstar: %100 Polyester%100 orijinaldirÜrünler 1 yıl garantilidir.
Tüm Marie Claire koleksiyonu Paris'te tasarlanmıştır.",Kadın
Çanta,Omuz çantası,Kadın çanta,https://www.flo.com.tr/kadin-canta-200051552,200051552,https://floimages.mncdn.com/media/catalog/product/20-11/19/srk-byn_788-52172-5668.jpg?0.38394197298787325,Hayati Arman,274.45,Kadın Çanta,Kadın Çanta,Kadın
Giyim,Sweatshirt,Baskılı sweatshirt,https://www.flo.com.tr/indigo-kislik-erkek-cocuk-sweatshirt-200047854,200047854,https://floimages.mncdn.com/media/catalog/product/20-11/12/0021489_indigo-kislik-erkek-cocuk-sweatshirt.jpeg?0.8361013374891393,E.R.D Kids,69.9,İndigo Kışlık Erkek Çocuk Sweatshirt,"Ürün Açıklaması .Uzun Kol.El İşcilikli Aplike Detaylı.Kol Manşetler ve Bel Kısmı Ribanalı.Kışlık Sweatshirt
Paket İçeriği:.Sweatshirt
Ürün İçeriği:Ana Kumaş:  %100 PamukRenk: İndigoÜrün Tipi: Üst Grup",Erkek Çocuk
Çanta,Sırt çantası,Kadın  new vibe kadın sırt çantası hwsd7750320,https://www.flo.com.tr/kadin-guess-new-vibe-kadin-sirt-cantasi-hwsd7750320-20004561,20004561,https://floimages.mncdn.com/media/catalog/product/20-11/05/guessnewvibekadinsirtcantasihwsd7750320_16017112608877_xml3.jpg?0.8316548429727082,Guess,831.3,Kadın  New Vibe Kadın Sırt Çantası HWSD7750320,,Kadın
Giyim,Sweatshirt,Baskılı sweatshirt,https://www.flo.com.tr/bordo-erkek-cocuk-kapsonlu-kislik-sweat-200047852,200047852,https://floimages.mncdn.com/media/catalog/product/20-11/12/0019485_bordo-erkek-cocuk-kapsonlu-kislik-sweat.jpeg?0.13037656589462365,E.R.D Kids,94.9,Bordo Erkek Çocuk Kapşonlu Kışlık Sweat,"​​​​​​​​​​​​​​​​​​​​​​​​​​​Ürün Açıklaması:
.Kapşonlu
.Cepli
.Fermuar Detaylı
.İç Kısım Polar
.Çocuk Kışlık Çeket
.Türkiye'de Üretilmiştir
Paket İçeriği:
.Ceket
Ürün İçeriği:Ana Kumaş: %100 Pamuk
Renk: BordoÜrün Tipi: Üst Grup
Ürün Kodu: 019-012-007",Erkek Çocuk
Çanta,Omuz çantası,Kadın çanta,https://www.flo.com.tr/kadin-canta-20005155,20005155,https://floimages.mncdn.com/media/catalog/product/20-11/19/srk-byn_711-52222-6409.jpg?0.5941895972687667,Hayati Arman,249.5,Kadın Çanta,Kadın Çanta,Kadın
Çanta,Bel çantası,Ççs 16120 kadin bel çantasi,https://www.flo.com.tr/ccs-16120-kadin-bel-cantasi-200024139,200024139,https://floimages.mncdn.com/media/catalog/product/20-09/01/ccs-16120-kadin-cantasi-bd80.jpg?0.5133119913582942,Ççs,199,ÇÇS 16120 KADIN BEL ÇANTASI,,Kadın
Giyim,Sweatshirt,Baskılı sweatshirt,https://www.flo.com.tr/lacivert-kislik-erkek-cocuk-ceket-200047853,200047853,https://floimages.mncdn.com/media/catalog/product/20-11/12/0021375_lacivert-kislik-erkek-cocuk-ceket.jpeg?0.2156329640255974,E.R.D Kids,94.9,Lacivert Kışlık Erkek Çocuk Ceket,"Ürün Açıklaması:.Kapşonlu Fermuarlı.Aplike Detaylı.Manşetleri ve Alt Kısmı Ribanalı
Paket İçeriği:
.Sweat
Ürün İçeriği:Ana Kumaş: %100 PamukRenk: LacivertÜrün Tipi: Üst Grup",Unisex Çocuk
Ayakkabı,Spor ayakkabı,Yürüyüş ayakkabısı,https://www.flo.com.tr/jump-25520-gunluk-bagcikli-erkek-spor-ayakkabi-lacivert-200053174,200053174,https://floimages.mncdn.com/media/catalog/product/20-12/01/ja125520121_jc18-1.JPG?0.7720042977488233,Jump,225.89,25520 Günlük Bağcıklı Erkek Spor Ayakkabı LACİVERT,Jump 25520 Günlük Bağcıklı Erkek Spor Ayakkabı LACİVERT,Erkek
Çanta,Omuz çantası,Kadın çanta,https://www.flo.com.tr/kadin-canta-200051549,200051549,https://floimages.mncdn.com/media/catalog/product/20-11/19/srk-byn_711-52233-6884.jpg?0.5605242430855881,Hayati Arman,249.5,Kadın Çanta,Kadın Çanta,Kadın
Çanta,Bel çantası,Ççs 31241 bel çantasi,https://www.flo.com.tr/ccs-31241-bel-cantasi-200024135,200024135,https://floimages.mncdn.com/media/catalog/product/20-09/01/ccs-31241-askili-canta-4f88.jpg?0.7011952227082143,Ççs,299,ÇÇS 31241 BEL ÇANTASI,,Erkek
Çanta,Sırt çantası,Kadın  new vibe kadın sırt çantası hwpy7750320,https://www.flo.com.tr/kadin-guess-new-vibe-kadin-sirt-cantasi-hwpy7750320-200045609,200045609,https://floimages.mncdn.com/media/catalog/product/20-11/05/guessnewvibekadinsirtcantasihwpy7750320_16010204490525_xml3.jpg?0.5134104568192692,Guess,831.3,Kadın  New Vibe Kadın Sırt Çantası HWPY7750320,,Kadın
Çanta,El çantası,Ççs 31001 hakiki deri çapraz askili el çantasi,https://www.flo.com.tr/ccs-31001-hakiki-deri-capraz-askili-el-cantasi-200024223,200024223,https://floimages.mncdn.com/media/catalog/product/20-09/01/ccs-hakiki-deri-31001-askili-canta-a587.jpg?0.6993220538556422,Ççs,229,ÇÇS 31001 HAKİKİ DERİ ÇAPRAZ ASKILI EL ÇANTASI,,Erkek
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/duk-1-200051582,200051582,https://floimages.mncdn.com/media/catalog/product/20-11/19/new-project-2020-11-19t110821604.jpg,Hayati Arman,199,DUK-1,DUK-1,Erkek
Giyim,Sweatshirt,Baskılı sweatshirt,https://www.flo.com.tr/haki-kislik-erkek-cocuk-sweatshirt-200047851,200047851,https://floimages.mncdn.com/media/catalog/product/20-11/12/new-project-2020-11-12t114338961.jpg,E.R.D Kids,69.9,Haki Kışlık Erkek Çocuk Sweatshirt,"Ürün Açıklaması .Uzun Kol.El İşcilikli Aplike Detaylı.Kol Manşetler ve Bel Kısmı Ribanalı.Kışlık Sweatshirt
Paket İçeriği:.Sweatshirt
Ürün İçeriği:Ana Kumaş:  %100 PamukRenk: HakiÜrün Tipi: Üst Grup",Erkek Çocuk
Ayakkabı,Sneaker,Hi sneaker,https://www.flo.com.tr/kadin-spor-ayakkabi-sneaker-200034863,200034863,https://floimages.mncdn.com/media/catalog/product/20-10/02/new-project-2020-10-02t161802981.jpg,Hayati Arman,299.9,Kadın Spor Ayakkabı & Sneaker,,Kadın
Çanta,Bel çantası,Ççs 31169 bel çantasi,https://www.flo.com.tr/ccs-31169-bel-cantasi-200024134,200024134,https://floimages.mncdn.com/media/catalog/product/20-09/01/ccs-31169-erkek-bel-cantasi-807c.jpg?0.6475035503610032,Ççs,209,ÇÇS 31169 BEL ÇANTASI,,Erkek
Çanta,El çantası,Vizon kadın portföy çantası amanda mc212106143,https://www.flo.com.tr/vizon-kadin-portfoy-cantasi-amanda-mc212106143-20006239,20006239,https://floimages.mncdn.com/media/catalog/product/20-12/29/vizon-kadin-portfoy-cantasi-amanda-mc212106143-1623.jpg?0.023054013870430934,Marie Claire,253,Vizon Kadın Portföy Çantası Amanda MC212106143,"Tasarım Amanda kadın portföy çantası; özgür, özgüvenli ve zarif hatlara sahip olabilme özelliğiyle ön plana çıkıyor. Sade ve öne çıkan görünümüyle Amanda çantamız, klasiklerinizden biri olmaya aday! Geniş iç hacmiyle ise, kişisel ihtiyaçlarınızı rahatlıkla taşıma olanağı sağlar.
Detaylar Marie Claire Relax KoleksiyonuPortföy ÇantasıSuni DeriMarie Claire imza logoGenişlik: 23 cm Yükseklik: 12 cm Derinlik: 2 cmZincir AskıAstar: %100 Polyester%100 orijinaldirÜrünler 1 yıl garantilidir.
Tüm Marie Claire koleksiyonu Paris'te tasarlanmıştır.",Kadın
Çanta,Sırt çantası,Kadın  utility vibe large b kadın sırt çantası hwsp7751330,https://www.flo.com.tr/kadin-guess-utility-vibe-large-b-kadin-sirt-cantasi-hwsp7751330-200045643,200045643,https://floimages.mncdn.com/media/catalog/product/20-11/05/guessutilityvibelargebkadinsirtcantasihwsp7751330_16013057732696_xml3.jpg?0.3479638733057622,Guess,901,Kadın  Utility Vibe Large B Kadın Sırt Çantası HWSP7751330,,Kadın
Çanta,El çantası,Ççs 31199 çapraz askili el çantasi,https://www.flo.com.tr/ccs-31199-capraz-askili-el-cantasi-200024221,200024221,https://floimages.mncdn.com/media/catalog/product/20-09/01/new-project-2020-09-01t111309553.jpg,Ççs,309,ÇÇS 31199 ÇAPRAZ ASKILI EL ÇANTASI,,Erkek
Çanta,Omuz çantası,Çizgi baskılı metal aksesuarlı çanta,https://www.flo.com.tr/bagmori-cizgi-baskili-metal-aksesuarli-canta-20002837,20002837,https://floimages.mncdn.com/media/catalog/product/20-09/16/87001900046643-1.jpg?0.9963279152843667,Bagmori,179.9,Çizgi Baskılı Metal Aksesuarlı Çanta,,Kadın
Ayakkabı,Sneaker,Hi sneaker,https://www.flo.com.tr/kadin-spor-ayakkabi-sneaker-200034891,200034891,https://floimages.mncdn.com/media/catalog/product/20-10/02/kadin-spor-ayakkabi-sneaker-46530-3741.jpg?0.32621916170148935,Hayati Arman,199.6,Kadın Spor Ayakkabı & Sneaker,,Kadın
Ayakkabı,Günlük ayakkabı,Casual ayakkabı,https://www.flo.com.tr/oge-0630c-200062433,200062433,https://floimages.mncdn.com/media/catalog/product/20-12/29/oge_0630_c-01cdbddd6cac.jpg?0.02223742386983396,Hayati Arman,199.9,ÖĞE-0630.C,ÖĞE-0630.C,Erkek
Çanta,Omuz çantası,Çizgi baskılı metal aksesuarlı çanta,https://www.flo.com.tr/bagmori-cizgi-baskili-metal-aksesuarli-canta-200028371,200028371,https://floimages.mncdn.com/media/catalog/product/20-09/17/87001900046652-1.jpg?0.5899966520037698,Bagmori,179.9,Çizgi Baskılı Metal Aksesuarlı Çanta,,Kadın
